atc_name,concept_class_id,concept_code,name
NERVOUS SYSTEM,ATC 1st,N,2099289_inotersen
inotersen; parenteral,ATC 5th,N07XX15,2099289_inotersen
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,2099704_talazoparib
talazoparib; oral,ATC 5th,L01XK04,2099704_talazoparib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2099704_talazoparib
Poly (ADP-ribose) polymerase (PARP) inhibitors,ATC 4th,L01XK,2099704_talazoparib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2099704_talazoparib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2103164_lorlatinib
Anaplastic lymphoma kinase (ALK) inhibitors,ATC 4th,L01ED,2103164_lorlatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2103164_lorlatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2103164_lorlatinib
lorlatinib; oral,ATC 5th,L01ED05,2103164_lorlatinib
OTHER OPHTHALMOLOGICALS,ATC 3rd,S01X,2104332_cenegermin
SENSORY ORGANS,ATC 1st,S,2104332_cenegermin
cenegermin; ophthalmic,ATC 5th,S01XA24,2104332_cenegermin
OPHTHALMOLOGICALS,ATC 2nd,S01,2104332_cenegermin
Other ophthalmologicals,ATC 4th,S01XA,2104332_cenegermin
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2105628_larotrectinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2105628_larotrectinib
Other protein kinase inhibitors,ATC 4th,L01EX,2105628_larotrectinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2105628_larotrectinib
larotrectinib; oral,ATC 5th,L01EX12,2105628_larotrectinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2105806_gilteritinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2105806_gilteritinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2105806_gilteritinib
gilteritinib; oral,ATC 5th,L01EX13,2105806_gilteritinib
Other protein kinase inhibitors,ATC 4th,L01EX,2105806_gilteritinib
OTHER NERVOUS SYSTEM DRUGS,ATC 2nd,N07,2106338_amifampridine
NERVOUS SYSTEM,ATC 1st,N,2106338_amifampridine
amifampridine; oral,ATC 5th,N07XX05,2106338_amifampridine
OTHER NERVOUS SYSTEM DRUGS,ATC 3rd,N07X,2106338_amifampridine
Other nervous system drugs,ATC 4th,N07XX,2106338_amifampridine
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2107301_ravulizumab
Complement inhibitors,ATC 4th,L04AJ,2107301_ravulizumab
ravulizumab; parenteral,ATC 5th,L04AJ02,2107301_ravulizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2107301_ravulizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2107301_ravulizumab
Selective immunosuppressants,ATC 4th,L04AA,2107301_ravulizumab
[U] ravulizumab; parenteral,ATC 5th,L04AA43,2107301_ravulizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2109055_tagraxofusp
tagraxofusp; parenteral,ATC 5th,L01XX67,2109055_tagraxofusp
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,2109055_tagraxofusp
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2109055_tagraxofusp
Other antineoplastic agents,ATC 4th,L01XX,2109055_tagraxofusp
caplacizumab; parenteral,ATC 5th,B01AX07,2110605_caplacizumab
ANTITHROMBOTIC AGENTS,ATC 2nd,B01,2110605_caplacizumab
Other antithrombotic agents,ATC 4th,B01AX,2110605_caplacizumab
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,2110605_caplacizumab
ANTITHROMBOTIC AGENTS,ATC 3rd,B01A,2110605_caplacizumab
[U] siponimod,ATC 5th,L04AA42,2121085_siponimod
siponimod; oral,ATC 5th,L04AE03,2121085_siponimod
Selective immunosuppressants,ATC 4th,L04AA,2121085_siponimod
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2121085_siponimod
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2121085_siponimod
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2121085_siponimod
Sphingosine-1-phosphate (S1P) receptor modulators,ATC 4th,L04AE,2121085_siponimod
solriamfetol; oral,ATC 5th,N06BA14,2121751_solriamfetol
NERVOUS SYSTEM,ATC 1st,N,2121751_solriamfetol
PSYCHOANALEPTICS,ATC 2nd,N06,2121751_solriamfetol
"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",ATC 3rd,N06B,2121751_solriamfetol
Centrally acting sympathomimetics,ATC 4th,N06BA,2121751_solriamfetol
DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,ATC 3rd,M05B,2123126_romosozumab
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,2123126_romosozumab
Other drugs affecting bone structure and mineralization,ATC 4th,M05BX,2123126_romosozumab
DRUGS FOR TREATMENT OF BONE DISEASES,ATC 2nd,M05,2123126_romosozumab
romosozumab; parenteral,ATC 5th,M05BX06,2123126_romosozumab
etanercept; parenteral,ATC 5th,L04AB01,214555_etanercept
Tumor necrosis factor alpha (TNF-α) inhibitors,ATC 4th,L04AB,214555_etanercept
IMMUNOSUPPRESSANTS,ATC 2nd,L04,214555_etanercept
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,214555_etanercept
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,214555_etanercept
IMMUNOSTIMULANTS,ATC 2nd,L03,214582_glatiramer
glatiramer acetate; parenteral,ATC 5th,L03AX13,214582_glatiramer
Other immunostimulants,ATC 4th,L03AX,214582_glatiramer
IMMUNOSTIMULANTS,ATC 3rd,L03A,214582_glatiramer
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,214582_glatiramer
Interleukin inhibitors,ATC 4th,L04AC,2166040_risankizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2166040_risankizumab
risankizumab; parenteral,ATC 5th,L04AC18,2166040_risankizumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2166040_risankizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2166040_risankizumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2169285_alpelisib
alpelisib; oral,ATC 5th,L01EM03,2169285_alpelisib
Phosphatidylinositol-3-kinase (Pi3K) inhibitors,ATC 4th,L01EM,2169285_alpelisib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2169285_alpelisib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2169285_alpelisib
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,2170226_onasemnogene_abeparvovec
onasemnogene abeparvovec; parenteral,ATC 5th,M09AX09,2170226_onasemnogene_abeparvovec
Other drugs for disorders of the musculo-skeletal system,ATC 4th,M09AX,2170226_onasemnogene_abeparvovec
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,2170226_onasemnogene_abeparvovec
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,2170226_onasemnogene_abeparvovec
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2174090_polatuzumab_vedotin
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2174090_polatuzumab_vedotin
[U] polatuzumab vedotin; parenteral,ATC 5th,L01XC37,2174090_polatuzumab_vedotin
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,2174090_polatuzumab_vedotin
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2174090_polatuzumab_vedotin
polatuzumab vedotin; parenteral,ATC 5th,L01FX14,2174090_polatuzumab_vedotin
selinexor; oral,ATC 5th,L01XX66,2178390_selinexor
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2178390_selinexor
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2178390_selinexor
Other antineoplastic agents,ATC 4th,L01XX,2178390_selinexor
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,2178390_selinexor
ENDOCRINE THERAPY,ATC 2nd,L02,2180325_darolutamide
HORMONE ANTAGONISTS AND RELATED AGENTS,ATC 3rd,L02B,2180325_darolutamide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2180325_darolutamide
darolutamide; oral,ATC 5th,L02BB06,2180325_darolutamide
Anti-androgens,ATC 4th,L02BB,2180325_darolutamide
Janus-associated kinase (JAK) inhibitors,ATC 4th,L04AF,2196092_upadacitinib
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2196092_upadacitinib
Selective immunosuppressants,ATC 4th,L04AA,2196092_upadacitinib
upadacitinib; oral,ATC 5th,L04AF03,2196092_upadacitinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2196092_upadacitinib
[U] upadacitinib,ATC 5th,L04AA44,2196092_upadacitinib
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2196092_upadacitinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2197490_fedratinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2197490_fedratinib
fedratinib; oral,ATC 5th,L01EJ02,2197490_fedratinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2197490_fedratinib
Janus-associated kinase (JAK) inhibitors,ATC 4th,L01EJ,2197490_fedratinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2197862_entrectinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2197862_entrectinib
entrectinib; oral,ATC 5th,L01EX14,2197862_entrectinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2197862_entrectinib
Other protein kinase inhibitors,ATC 4th,L01EX,2197862_entrectinib
NERVOUS SYSTEM,ATC 1st,N,2197878_pitolisant
OTHER NERVOUS SYSTEM DRUGS,ATC 2nd,N07,2197878_pitolisant
pitolisant; oral,ATC 5th,N07XX11,2197878_pitolisant
Other nervous system drugs,ATC 4th,N07XX,2197878_pitolisant
OTHER NERVOUS SYSTEM DRUGS,ATC 3rd,N07X,2197878_pitolisant
pretomanid; oral,ATC 5th,J04AK08,2198359_pretomanid
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,2198359_pretomanid
ANTIMYCOBACTERIALS,ATC 2nd,J04,2198359_pretomanid
Other drugs for treatment of tuberculosis,ATC 4th,J04AK,2198359_pretomanid
DRUGS FOR TREATMENT OF TUBERCULOSIS,ATC 3rd,J04A,2198359_pretomanid
OCULAR VASCULAR DISORDER AGENTS,ATC 3rd,S01L,2204915_brolucizumab
SENSORY ORGANS,ATC 1st,S,2204915_brolucizumab
Antineovascularisation agents,ATC 4th,S01LA,2204915_brolucizumab
brolucizumab; ophthalmic,ATC 5th,S01LA06,2204915_brolucizumab
OPHTHALMOLOGICALS,ATC 2nd,S01,2204915_brolucizumab
HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,ATC 4th,L01FD,224905_trastuzumab
trastuzumab; parenteral,ATC 5th,L01FD01,224905_trastuzumab
Combinations of monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FY,224905_trastuzumab
pertuzumab and trastuzumab; parenteral,ATC 5th,L01FY01,224905_trastuzumab
trastuzumab emtansine; parenteral,ATC 5th,L01FD03,224905_trastuzumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,224905_trastuzumab
[U] trastuzumab; parenteral,ATC 5th,L01XC03,224905_trastuzumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,224905_trastuzumab
[U] pertuzumab and trastuzumab; parenteral,ATC 5th,L01XY02,224905_trastuzumab
Combinations of antineoplastic agents,ATC 4th,L01XY,224905_trastuzumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,224905_trastuzumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2261783_diroximel_fumarate
DERMATOLOGICALS,ATC 1st,D,2261783_diroximel_fumarate
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2261783_diroximel_fumarate
ANTIPSORIATICS FOR SYSTEMIC USE,ATC 3rd,D05B,2261783_diroximel_fumarate
"fumaric acid derivatives, combinations; systemic",ATC 5th,D05BX51,2261783_diroximel_fumarate
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2261783_diroximel_fumarate
ANTIPSORIATICS,ATC 2nd,D05,2261783_diroximel_fumarate
Other antipsoriatics for systemic use,ATC 4th,D05BX,2261783_diroximel_fumarate
diroximel fumarate; oral,ATC 5th,L04AX09,2261783_diroximel_fumarate
Other immunosuppressants,ATC 4th,L04AX,2261783_diroximel_fumarate
Protectives against UV-radiation for systemic use,ATC 4th,D02BB,2262250_afamelanotide
DERMATOLOGICALS,ATC 1st,D,2262250_afamelanotide
"afamelanotide; implant, nasal, parenteral",ATC 5th,D02BB02,2262250_afamelanotide
PROTECTIVES AGAINST UV-RADIATION,ATC 3rd,D02B,2262250_afamelanotide
EMOLLIENTS AND PROTECTIVES,ATC 2nd,D02,2262250_afamelanotide
"crizanlizumab; systemic, topical",ATC 5th,B06AX01,2262279_crizanlizumab
OTHER HEMATOLOGICAL AGENTS,ATC 2nd,B06,2262279_crizanlizumab
Other hematological agents,ATC 4th,B06AX,2262279_crizanlizumab
OTHER HEMATOLOGICAL AGENTS,ATC 3rd,B06A,2262279_crizanlizumab
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,2262279_crizanlizumab
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2262435_zanubrutinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2262435_zanubrutinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2262435_zanubrutinib
zanubrutinib; oral,ATC 5th,L01EL03,2262435_zanubrutinib
Bruton's tyrosine kinase (BTK) inhibitors,ATC 4th,L01EL,2262435_zanubrutinib
luspatercept; parenteral,ATC 5th,B03XA06,2262544_luspatercept
Other antianemic preparations,ATC 4th,B03XA,2262544_luspatercept
ANTIANEMIC PREPARATIONS,ATC 2nd,B03,2262544_luspatercept
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,2262544_luspatercept
OTHER ANTIANEMIC PREPARATIONS,ATC 3rd,B03X,2262544_luspatercept
Other hematological agents,ATC 4th,B06AX,2265678_voxelotor
"voxelotor; systemic, topical",ATC 5th,B06AX03,2265678_voxelotor
OTHER HEMATOLOGICAL AGENTS,ATC 3rd,B06A,2265678_voxelotor
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,2265678_voxelotor
OTHER HEMATOLOGICAL AGENTS,ATC 2nd,B06,2265678_voxelotor
Various alimentary tract and metabolism products,ATC 4th,A16AX,2265712_givosiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,2265712_givosiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,2265712_givosiran
givosiran; parenteral,ATC 5th,A16AX16,2265712_givosiran
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,2265712_givosiran
[U] enfortumab vedotin; parenteral,ATC 5th,L01XC36,2268307_enfortumab
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,2268307_enfortumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2268307_enfortumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2268307_enfortumab
enfortumab vedotin; parenteral,ATC 5th,L01FX13,2268307_enfortumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2268307_enfortumab
Other protein kinase inhibitors,ATC 4th,L01EX,2272107_avapritinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2272107_avapritinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2272107_avapritinib
avapritinib; oral,ATC 5th,L01EX18,2272107_avapritinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2272107_avapritinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2274803_teprotumumab
[U] teprotumumab,ATC 5th,L04AA53,2274803_teprotumumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2274803_teprotumumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2274803_teprotumumab
teprotumumab; parenteral,ATC 5th,L04AG13,2274803_teprotumumab
Selective immunosuppressants,ATC 4th,L04AA,2274803_teprotumumab
Monoclonal antibodies,ATC 4th,L04AG,2274803_teprotumumab
[U] isatuximab; parenteral,ATC 5th,L01XC38,2282018_isatuximab
isatuximab; parenteral,ATC 5th,L01FC02,2282018_isatuximab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2282018_isatuximab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2282018_isatuximab
CD38 (Clusters of Differentiation 38) inhibitors,ATC 4th,L01FC,2282018_isatuximab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2282018_isatuximab
Calcitonin gene-related peptide (CGRP) antagonists,ATC 4th,N02CD,2282307_rimegepant
ANTIMIGRAINE PREPARATIONS,ATC 3rd,N02C,2282307_rimegepant
rimegepant; oral,ATC 5th,N02CD06,2282307_rimegepant
NERVOUS SYSTEM,ATC 1st,N,2282307_rimegepant
ANALGESICS,ATC 2nd,N02,2282307_rimegepant
eptinezumab; parenteral,ATC 5th,N02CD05,2282660_eptinezumab
Calcitonin gene-related peptide (CGRP) antagonists,ATC 4th,N02CD,2282660_eptinezumab
ANTIMIGRAINE PREPARATIONS,ATC 3rd,N02C,2282660_eptinezumab
NERVOUS SYSTEM,ATC 1st,N,2282660_eptinezumab
ANALGESICS,ATC 2nd,N02,2282660_eptinezumab
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,2284718_remdesivir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,2284718_remdesivir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,2284718_remdesivir
remdesivir; parenteral,ATC 5th,J05AB16,2284718_remdesivir
Nucleosides and nucleotides excl. reverse transcriptase inhibitors,ATC 4th,J05AB,2284718_remdesivir
CORTICOSTEROIDS FOR SYSTEMIC USE,ATC 2nd,H02,2286252_osilodrostat
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,2286252_osilodrostat
Anticorticosteroids,ATC 4th,H02CA,2286252_osilodrostat
osilodrostat; oral,ATC 5th,H02CA02,2286252_osilodrostat
ANTIADRENAL PREPARATIONS,ATC 3rd,H02C,2286252_osilodrostat
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2288236_ozanimod
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2288236_ozanimod
Selective immunosuppressants,ATC 4th,L04AA,2288236_ozanimod
Sphingosine-1-phosphate (S1P) receptor modulators,ATC 4th,L04AE,2288236_ozanimod
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2288236_ozanimod
[U] ozanimod,ATC 5th,L04AA38,2288236_ozanimod
ozanimod; oral,ATC 5th,L04AE02,2288236_ozanimod
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2289380_selumetinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2289380_selumetinib
Mitogen-activated protein kinase (MEK) inhibitors,ATC 4th,L01EE,2289380_selumetinib
selumetinib; oral,ATC 5th,L01EE04,2289380_selumetinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2289380_selumetinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2359268_pemigatinib
Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,ATC 4th,L01EN,2359268_pemigatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2359268_pemigatinib
pemigatinib; oral,ATC 5th,L01EN02,2359268_pemigatinib
[U] pemigatinib,ATC 5th,L01EX20,2359268_pemigatinib
Other protein kinase inhibitors,ATC 4th,L01EX,2359268_pemigatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2359268_pemigatinib
sacituzumab govitecan; parenteral,ATC 5th,L01FX17,2360231_sacituzumab
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,2360231_sacituzumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2360231_sacituzumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2360231_sacituzumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2360231_sacituzumab
Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,ATC 4th,L01EH,2361285_tucatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2361285_tucatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2361285_tucatinib
tucatinib; oral,ATC 5th,L01EH03,2361285_tucatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2361285_tucatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2362165_capmatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2362165_capmatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2362165_capmatinib
Other protein kinase inhibitors,ATC 4th,L01EX,2362165_capmatinib
capmatinib; oral,ATC 5th,L01EX17,2362165_capmatinib
ripretinib; oral,ATC 5th,L01EX19,2369389_ripretinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2369389_ripretinib
Other protein kinase inhibitors,ATC 4th,L01EX,2369389_ripretinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2369389_ripretinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2369389_ripretinib
selpercatinib; oral,ATC 5th,L01EX22,2370147_selpercatinib
Other protein kinase inhibitors,ATC 4th,L01EX,2370147_selpercatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2370147_selpercatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2370147_selpercatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2370147_selpercatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2373951_inebilizumab
Selective immunosuppressants,ATC 4th,L04AA,2373951_inebilizumab
inebilizumab; parenteral,ATC 5th,L04AG10,2373951_inebilizumab
[U] inebilizumab; parenteral,ATC 5th,L04AA47,2373951_inebilizumab
Monoclonal antibodies,ATC 4th,L04AG,2373951_inebilizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2373951_inebilizumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2373951_inebilizumab
fostemsavir; oral,ATC 5th,J05AX29,2380373_fostemsavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,2380373_fostemsavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,2380373_fostemsavir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,2380373_fostemsavir
Other antivirals,ATC 4th,J05AX,2380373_fostemsavir
[U] tafasitamab; parenteral,ATC 5th,L01XC35,2387211_tafasitamab
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,2387211_tafasitamab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2387211_tafasitamab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2387211_tafasitamab
tafasitamab; parenteral,ATC 5th,L01FX12,2387211_tafasitamab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2387211_tafasitamab
brexucabtagene autoleucel; parenteral,ATC 5th,L01XL06,2387277_brexucabtagene_autoleucel
Antineoplastic cell and gene therapy,ATC 4th,L01XL,2387277_brexucabtagene_autoleucel
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,2387277_brexucabtagene_autoleucel
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2387277_brexucabtagene_autoleucel
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2387277_brexucabtagene_autoleucel
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2387834_belantamab_mafodotin
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2387834_belantamab_mafodotin
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,2387834_belantamab_mafodotin
[U] belantamab mafodotin; parenteral,ATC 5th,L01XC39,2387834_belantamab_mafodotin
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,2387834_belantamab_mafodotin
belantamab mafodotin; parenteral,ATC 5th,L01FX15,2387834_belantamab_mafodotin
risdiplam; oral,ATC 5th,M09AX10,2390935_risdiplam
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,2390935_risdiplam
Other drugs for disorders of the musculo-skeletal system,ATC 4th,M09AX,2390935_risdiplam
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,2390935_risdiplam
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,2390935_risdiplam
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,2391541_satralizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2391541_satralizumab
satralizumab; parenteral,ATC 5th,L04AC19,2391541_satralizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,2391541_satralizumab
Interleukin inhibitors,ATC 4th,L04AC,2391541_satralizumab
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,2394936_pralsetinib
Other protein kinase inhibitors,ATC 4th,L01EX,2394936_pralsetinib
pralsetinib; oral,ATC 5th,L01EX23,2394936_pralsetinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,2394936_pralsetinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,2394936_pralsetinib
lumasiran; parenteral,ATC 5th,A16AX18,2467140_lumasiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,2467140_lumasiran
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,2467140_lumasiran
Various alimentary tract and metabolism products,ATC 4th,A16AX,2467140_lumasiran
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,2467140_lumasiran
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,2467540_berotralstat
OTHER HEMATOLOGICAL AGENTS,ATC 2nd,B06,2467540_berotralstat
OTHER HEMATOLOGICAL AGENTS,ATC 3rd,B06A,2467540_berotralstat
Drugs used in hereditary angioedema,ATC 4th,B06AC,2467540_berotralstat
"berotralstat; systemic, topical",ATC 5th,B06AC06,2467540_berotralstat
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,2467553_lonafarnib
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,2467553_lonafarnib
lonafarnib; oral,ATC 5th,A16AX20,2467553_lonafarnib
Various alimentary tract and metabolism products,ATC 4th,A16AX,2467553_lonafarnib
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,2467553_lonafarnib
